No.,Site,Site name,Longitude (°E),Latitude (°N),Elevation (m),Pinus松属,Pinus Diploxylon松属(双维管束),Pinus Haploxylon松属(单维管束),Pinus + Picea松属+云衫属,Pinus + Picea + Abies松属+云杉属+冷杉属,Pinus koraiensis红松,Pinus pumila偃松,Pinus sylvestris var mongolica樟子松
2247,南平 QNs-16,Nanping QNs-16,106.998 ,29.070 ,575 ,48.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2248,南平 QNs-17,Nanping QNs-17,106.998 ,29.070 ,575 ,46.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2249,南平 QNs-18,Nanping QNs-18,106.998 ,29.070 ,575 ,11.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2250,南平2 NP-1-1,Nanping2 NP-1-1,107.002 ,29.081 ,719 ,55.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2251,南平2 NP-1-2,Nanping2 NP-1-2,107.002 ,29.081 ,719 ,67.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2252,南平2 NP-1-3,Nanping2 NP-1-3,107.002 ,29.081 ,719 ,80.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2253,南平2 NP-1-4,Nanping2 NP-1-4,107.002 ,29.081 ,719 ,83.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2254,南平2 NP-2-1,Nanping2 NP-2-1,106.999 ,29.079 ,742 ,18.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2255,南平2 NP-2-2,Nanping2 NP-2-2,106.999 ,29.079 ,742 ,40.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2256,南平2 NP-2-3,Nanping2 NP-2-3,106.999 ,29.079 ,742 ,65.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2257,南平2 NP-2-4,Nanping2 NP-2-4,106.999 ,29.079 ,742 ,71.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2258,南平2 NP-3-1,Nanping2 NP-3-1,106.989 ,29.072 ,641 ,8.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2259,南平2 NP-3-2,Nanping2 NP-3-2,106.989 ,29.072 ,641 ,7.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2260,南平2 NP-3-3,Nanping2 NP-3-3,106.989 ,29.072 ,641 ,55.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2261,南平2 NP-3-4,Nanping2 NP-3-4,106.989 ,29.072 ,641 ,47.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2262,南平2 NP-4-1,Nanping2 NP-4-1,107.002 ,29.076 ,732 ,24.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2263,南平2 NP-4-2,Nanping2 NP-4-2,107.002 ,29.076 ,732 ,26.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2264,南平2 NP-4-3,Nanping2 NP-4-3,107.002 ,29.076 ,732 ,60.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2265,南平2 NP-4-4,Nanping2 NP-4-4,107.002 ,29.076 ,732 ,62.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2266,南平2 NP-5-1,Nanping2 NP-5-1,107.001 ,29.083 ,735 ,25.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2267,南平2 NP-5-2,Nanping2 NP-5-2,107.001 ,29.083 ,735 ,50.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2268,南平2 NP-5-3,Nanping2 NP-5-3,107.001 ,29.083 ,735 ,49.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2269,南平2 NP-5-4,Nanping2 NP-5-4,107.001 ,29.083 ,735 ,42.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2270,南平2 NP-6-1,Nanping2 NP-6-1,107.000 ,29.079 ,740 ,26.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2271,南平2 NP-6-2,Nanping2 NP-6-2,107.000 ,29.079 ,740 ,36.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2272,南平2 NP-6-3,Nanping2 NP-6-3,107.000 ,29.079 ,740 ,56.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2273,南平2 NP-6-4,Nanping2 NP-6-4,107.000 ,29.079 ,740 ,44.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2274,南平2 NP-6-5,Nanping2 NP-6-5,107.000 ,29.079 ,740 ,47.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2275,南平2 NP-7-1,Nanping2 NP-7-1,106.995 ,29.071 ,628 ,12.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2276,南平2 NP-7-2,Nanping2 NP-7-2,106.995 ,29.071 ,628 ,22.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2277,南平2 NP-7-3,Nanping2 NP-7-3,106.995 ,29.071 ,628 ,18.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2278,南平2 NP-7-4,Nanping2 NP-7-4,106.995 ,29.071 ,628 ,22.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2279,南平2 NP-8-1,Nanping2 NP-8-1,107.001 ,29.072 ,629 ,16.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2280,南平2 NP-8-2,Nanping2 NP-8-2,107.001 ,29.072 ,629 ,22.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2281,南平2 NP-8-3,Nanping2 NP-8-3,107.001 ,29.072 ,629 ,23.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2282,南平2 NP-8-4,Nanping2 NP-8-4,107.001 ,29.072 ,629 ,13.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2283,南山,Nanshan,111.700 ,40.800 ,1063 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2284,南王庄,Nanwangzhuang,115.400 ,38.133 ,32 ,29.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2285,纳帕海34钻孔,Napahai 34,99.600 ,27.800 ,3260 ,0.00 ,20.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2286,那曲 1,Naqu 1,91.540 ,30.620 ,4654 ,0.00 ,4.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2287,那曲 2,Naqu 2,91.870 ,31.320 ,4510 ,0.00 ,4.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2288,那曲 3,Naqu 3,91.400 ,31.400 ,4700 ,0.00 ,7.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2289,那曲 4,Naqu 4,92.250 ,31.610 ,4580 ,0.00 ,1.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2290,乃日平错,Naripingcuo,91.470 ,31.290 ,4520 ,0.00 ,1.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2291,中国东北样带 01,NECT 01,118.472 ,41.805 ,932 ,50.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2292,中国东北样带 02,NECT 02,118.483 ,42.875 ,1024 ,14.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2293,中国东北样带 03,NECT 03,119.021 ,43.643 ,781 ,38.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2294,中国东北样带 04,NECT 04,129.775 ,43.022 ,136 ,27.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2295,中国东北样带 05,NECT 05,130.081 ,42.984 ,114 ,45.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2296,中国东北样带 06,NECT 06,131.148 ,43.296 ,289 ,32.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2297,中国东北样带 07,NECT 07,130.998 ,43.118 ,244 ,22.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2298,中国东北样带 08,NECT 08,129.670 ,43.385 ,224 ,47.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2299,中国东北样带 09,NECT 09,128.643 ,43.250 ,601 ,77.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2300,中国东北样带 10,NECT 10,127.033 ,43.735 ,390 ,53.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2301,中国东北样带 11,NECT 11,125.683 ,43.809 ,252 ,84.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2302,中国东北样带 12,NECT 12,123.506 ,44.593 ,146 ,12.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2303,中国东北样带 13,NECT 13,123.269 ,44.433 ,150 ,36.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2304,中国东北样带 14,NECT 14,121.843 ,43.596 ,203 ,46.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2305,中国东北样带 15,NECT 15,121.766 ,44.122 ,202 ,13.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2306,中国东北样带 16,NECT 16,120.549 ,44.387 ,448 ,10.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2307,中国东北样带 17,NECT 17,120.370 ,44.216 ,372 ,2.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2308,中国东北样带 18,NECT 18,119.382 ,43.884 ,601 ,1.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2309,中国东北样带 19,NECT 19,119.120 ,43.757 ,729 ,4.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2310,中国东北样带 20,NECT 20,118.494 ,43.337 ,707 ,1.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2311,中国东北样带 21,NECT 21,117.762 ,43.190 ,889 ,4.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2312,中国东北样带 22,NECT 22,117.236 ,43.224 ,1259 ,9.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2313,中国东北样带 23,NECT 23,116.886 ,43.389 ,1267 ,0.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2314,中国东北样带 24,NECT 24,116.676 ,43.554 ,1261 ,5.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2315,中国东北样带 25,NECT 25,116.635 ,43.695 ,1211 ,0.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2316,中国东北样带 26,NECT 26,116.312 ,43.911 ,1199 ,3.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2317,中国东北样带 27,NECT 27,115.321 ,43.900 ,1196 ,0.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2318,中国东北样带 28,NECT 28,114.612 ,43.937 ,1123 ,0.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2319,中国东北样带 29,NECT 29,113.830 ,43.833 ,1166 ,5.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2320,中国东北样带 30,NECT 30,113.358 ,43.802 ,1017 ,1.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2321,中国东北样带 31,NECT 31,112.589 ,43.723 ,974 ,15.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2322,中国东北样带 32,NECT 32,112.167 ,43.632 ,999 ,5.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2323,中国东北样带 33,NECT 33,111.916 ,43.663 ,1005 ,7.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2324,中国东北样带 34,NECT 34,113.830 ,43.833 ,1166 ,5.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2325,娘子关,Niangziguan,113.830 ,37.960 ,500 ,1.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2326,念青唐古兰拉山 1,Nianqing 1,91.400 ,30.540 ,4440 ,0.00 ,0.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2327,念青唐古兰拉山 2,Nianqing 2,91.120 ,30.560 ,4443 ,0.00 ,1.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2328,念青唐古兰拉山 3,Nianqing 3,91.110 ,30.590 ,4463 ,0.00 ,7.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2329,念青唐古兰拉山 4,Nianqing 4,91.110 ,30.610 ,4625 ,0.00 ,59.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2330,念青唐古兰拉山 5,Nianqing 5,91.110 ,30.620 ,4870 ,0.00 ,12.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2331,念青唐古兰拉山 6,Nianqing 6,91.090 ,30.670 ,5000 ,0.00 ,6.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2332,念青唐古兰拉山 7,Nianqing 7,91.100 ,30.680 ,5152 ,0.00 ,10.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2333,聂聂雄拉,Nieniexiongla,85.950 ,28.170 ,4850 ,2.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2334,宁波 1,Ningbo 1,122.330 ,29.920 ,20 ,99.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2335,宁波 2,Ningbo 2,121.250 ,29.670 ,50 ,98.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2336,宁波 3,Ningbo 3,121.250 ,29.670 ,100 ,92.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2337,宁波 4,Ningbo 4,121.330 ,29.670 ,50 ,84.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2338,尼洋河盆地 Ny01,Niyang River Basin Ny01,92.230 ,29.680 ,4931 ,10.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2339,尼洋河盆地 Ny02,Niyang River Basin Ny02,92.230 ,29.680 ,4787 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2340,尼洋河盆地 Ny03,Niyang River Basin Ny03,92.370 ,29.820 ,4458 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2341,尼洋河盆地 Ny04,Niyang River Basin Ny04,92.350 ,29.900 ,4207 ,4.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2342,尼洋河盆地 Ny05,Niyang River Basin Ny05,92.520 ,29.870 ,3979 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2343,尼洋河盆地 Ny06,Niyang River Basin Ny06,92.680 ,29.870 ,3979 ,7.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2344,尼洋河盆地 Ny07,Niyang River Basin Ny07,92.680 ,29.870 ,3539 ,13.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2345,尼洋河盆地 Ny08,Niyang River Basin Ny08,93.080 ,29.980 ,3462 ,15.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2346,尼洋河盆地 Ny09,Niyang River Basin Ny09,93.170 ,29.900 ,3377 ,12.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2347,尼洋河盆地 Ny10,Niyang River Basin Ny10,93.350 ,29.880 ,3206 ,25.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2348,尼洋河盆地 Ny11,Niyang River Basin Ny11,93.750 ,29.820 ,3149 ,22.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2349,尼洋河盆地 Ny12,Niyang River Basin Ny12,93.900 ,29.780 ,3112 ,58.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2350,尼洋河盆地 Ny13,Niyang River Basin Ny13,94.070 ,29.730 ,3044 ,70.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2351,尼洋河盆地 Ny14,Niyang River Basin Ny14,94.250 ,29.750 ,3044 ,86.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2352,尼洋河盆地 Ny15,Niyang River Basin Ny15,94.250 ,29.750 ,3021 ,22.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2353,尼洋河盆地 Ny16,Niyang River Basin Ny16,94.480 ,29.570 ,3312 ,6.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2354,尼洋河盆地 Ny17,Niyang River Basin Ny17,94.530 ,29.550 ,3429 ,34.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2355,尼洋河盆地 Ny18,Niyang River Basin Ny18,94.550 ,29.550 ,3515 ,28.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2356,西北干旱-半干旱区 LW-001,Northwest China LW-001,103.445 ,36.169 ,1580 ,0.00 ,0.00 ,0.00 ,0.00 ,0.38 ,0.00 ,0.00 ,0.00 
2357,西北干旱-半干旱区 LW-002,Northwest China LW-002,103.443 ,36.186 ,1567 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 
2358,西北干旱-半干旱区 LW-003,Northwest China LW-003,103.339 ,36.625 ,1963 ,0.00 ,0.00 ,0.00 ,0.00 ,0.66 ,0.00 ,0.00 ,0.00 
2359,西北干旱-半干旱区 LW-004,Northwest China LW-004,103.340 ,36.626 ,1968 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2360,西北干旱-半干旱区 LW-005,Northwest China LW-005,103.121 ,36.987 ,2439 ,0.00 ,0.00 ,0.00 ,0.00 ,4.23 ,0.00 ,0.00 ,0.00 
2361,西北干旱-半干旱区 LW-006,Northwest China LW-006,103.121 ,36.987 ,2438 ,0.00 ,0.00 ,0.00 ,0.00 ,2.11 ,0.00 ,0.00 ,0.00 
2362,西北干旱-半干旱区 LW-007,Northwest China LW-007,102.874 ,37.177 ,2878 ,0.00 ,0.00 ,0.00 ,0.00 ,2.55 ,0.00 ,0.00 ,0.00 
2363,西北干旱-半干旱区 LW-008,Northwest China LW-008,102.856 ,37.223 ,2842 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
2364,西北干旱-半干旱区 LW-009,Northwest China LW-009,102.849 ,37.229 ,2791 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2365,西北干旱-半干旱区 LW-010,Northwest China LW-010,102.870 ,37.604 ,1851 ,0.00 ,0.00 ,0.00 ,0.00 ,0.38 ,0.00 ,0.00 ,0.00 
2366,西北干旱-半干旱区 LW-011,Northwest China LW-011,102.868 ,37.603 ,1848 ,0.00 ,0.00 ,0.00 ,0.00 ,0.47 ,0.00 ,0.00 ,0.00 
2367,西北干旱-半干旱区 LW-012,Northwest China LW-012,102.514 ,37.990 ,1615 ,0.00 ,0.00 ,0.00 ,0.00 ,0.68 ,0.00 ,0.00 ,0.00 
2368,西北干旱-半干旱区 LW-013,Northwest China LW-013,102.514 ,37.990 ,1614 ,0.00 ,0.00 ,0.00 ,0.00 ,0.81 ,0.00 ,0.00 ,0.00 
2369,西北干旱-半干旱区 LW-014,Northwest China LW-014,102.310 ,38.099 ,1724 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2370,西北干旱-半干旱区 LW-015,Northwest China LW-015,101.900 ,38.259 ,2019 ,0.00 ,0.00 ,0.00 ,0.00 ,0.63 ,0.00 ,0.00 ,0.00 
2371,西北干旱-半干旱区 LW-016,Northwest China LW-016,101.900 ,38.259 ,2023 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2372,西北干旱-半干旱区 LW-017,Northwest China LW-017,101.743 ,38.302 ,2152 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2373,西北干旱-半干旱区 LW-018,Northwest China LW-018,101.743 ,38.303 ,2144 ,0.00 ,0.00 ,0.00 ,0.00 ,1.17 ,0.00 ,0.00 ,0.00 
2374,西北干旱-半干旱区 LW-019,Northwest China LW-019,101.427 ,38.474 ,2435 ,0.00 ,0.00 ,0.00 ,0.00 ,0.51 ,0.00 ,0.00 ,0.00 
2375,西北干旱-半干旱区 LW-020,Northwest China LW-020,101.419 ,38.478 ,2434 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2376,西北干旱-半干旱区 LW-021,Northwest China LW-021,101.006 ,38.822 ,1740 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2377,西北干旱-半干旱区 LW-022,Northwest China LW-022,100.643 ,38.928 ,1527 ,0.00 ,0.00 ,0.00 ,0.00 ,1.16 ,0.00 ,0.00 ,0.00 
2378,西北干旱-半干旱区 LW-023,Northwest China LW-023,100.430 ,38.997 ,1456 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2379,西北干旱-半干旱区 LW-024,Northwest China LW-024,99.979 ,39.212 ,1422 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2380,西北干旱-半干旱区 LW-025,Northwest China LW-025,99.980 ,39.213 ,1420 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2381,西北干旱-半干旱区 LW-026,Northwest China LW-026,99.698 ,39.327 ,1369 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2382,西北干旱-半干旱区 LW-027,Northwest China LW-027,99.697 ,39.327 ,1369 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2383,西北干旱-半干旱区 LW-028,Northwest China LW-028,99.472 ,39.233 ,1718 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2384,西北干旱-半干旱区 LW-029,Northwest China LW-029,99.082 ,39.352 ,1609 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2385,西北干旱-半干旱区 LW-030,Northwest China LW-030,98.325 ,39.783 ,1593 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2386,西北干旱-半干旱区 LW-031,Northwest China LW-031,98.325 ,39.783 ,1594 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2387,西北干旱-半干旱区 LW-032,Northwest China LW-032,97.952 ,39.843 ,1869 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2388,西北干旱-半干旱区 LW-033,Northwest China LW-033,97.707 ,39.937 ,1784 ,0.00 ,0.00 ,0.00 ,0.00 ,0.46 ,0.00 ,0.00 ,0.00 
2389,西北干旱-半干旱区 LW-034,Northwest China LW-034,97.707 ,39.937 ,1783 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2390,西北干旱-半干旱区 LW-035,Northwest China LW-035,97.096 ,40.256 ,1503 ,0.00 ,0.00 ,0.00 ,0.00 ,0.78 ,0.00 ,0.00 ,0.00 
2391,西北干旱-半干旱区 LW-036,Northwest China LW-036,96.929 ,40.543 ,1395 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2392,西北干旱-半干旱区 LW-037,Northwest China LW-037,96.429 ,40.574 ,1307 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2393,西北干旱-半干旱区 LW-038,Northwest China LW-038,95.728 ,40.614 ,1173 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2394,西北干旱-半干旱区 LW-039,Northwest China LW-039,95.435 ,41.117 ,1792 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2395,西北干旱-半干旱区 LW-040,Northwest China LW-040,95.317 ,41.530 ,1755 ,0.00 ,0.00 ,0.00 ,0.00 ,0.60 ,0.00 ,0.00 ,0.00 
2396,西北干旱-半干旱区 LW-041,Northwest China LW-041,95.079 ,41.807 ,1770 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2397,西北干旱-半干旱区 LW-042,Northwest China LW-042,94.571 ,42.037 ,1114 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2398,西北干旱-半干旱区 LW-043,Northwest China LW-043,94.158 ,42.340 ,705 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2399,西北干旱-半干旱区 LW-044,Northwest China LW-044,94.152 ,42.556 ,807 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2400,西北干旱-半干旱区 LW-045,Northwest China LW-045,93.917 ,42.740 ,823 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2401,西北干旱-半干旱区 LW-046,Northwest China LW-046,93.919 ,42.741 ,828 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2402,西北干旱-半干旱区 LW-047,Northwest China LW-047,93.521 ,42.890 ,813 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
